text,label
"['INTRADAY', 'BUY', 'FINCABLES', 'ABOVE', '420', 'SL', '415', 'TARGET', '430']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'FINCABLES', 'GIVEN', 'ABOVE', '420', 'TOUCHED', 'TARGET', '430', 'HIGH', '431']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'exit', 'NANA', 'NANA']"
"['DELIVERY', 'UPDATE', 'DELIVERY', 'BUY', 'GIVEN', 'IN', 'BDL', 'AT', '782', 'YESTERDAY', 'GOING', 'STRONG', 'AT', '809']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'SCHAND', 'ABOVE', '140', 'SL', '138', 'TARGET', '145', '150']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'TVSELECT', 'ABOVE', '218', 'SL', '215', 'TARGET', '225']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['FRIENDS', 'EYES', 'ON', 'ALPA', 'ABOVE', '69', 'CAN', 'ROCK', 'UPTO', '75']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit']"
"['EXTREME', 'SHORT', 'TERM', 'TARGET', 'IS', '89']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'V2RETAIL', 'ABOVE', '126', 'SL', '124', 'TARGET', '136']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['AURIONPRO', ""DIDN'T"", 'GO', 'ABOVE', '343', 'SO', 'THE', 'CALL', 'STANDS', 'CANCELLED']","['symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'UPDATE', 'GEECEE', 'GIVEN', 'AT', '144', '5', 'LEVELS', 'GOING', 'STRONG', 'AT', '148', '80']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ALPA', 'ABOVE', '69', 'SL', '67', 'TARGET', '75']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['FRIENDS', 'EYES', 'ON', 'OMAXE', 'ABOVE', '108', '50', '109', 'CAN', 'ROCKET', 'MOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'FLAG', 'PATTERN', 'BUY', 'OMAXE', 'ABOVE', '109', 'SL', '107', 'TARGET', '115', '120', '123']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['OPEN', 'LOW', 'IS', 'SAME', 'IN', 'OMAXE', 'ITS', 'GETTING', 'READY', 'FOR', 'A', 'ROCKET', 'UPMOVE', ""DON'T"", 'MISS', 'ABOVE', '109']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter']"
"['OMAXE', 'FLAG', 'PATTERN']","['symbol', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'PREMIERPOL', 'ABOVE', '98', '25', 'CAN', 'BLAST']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'PREMIERPOL', 'ABOVE', '98', '25', 'SL', '97', 'TARGET', '108']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'BUY', 'REFEX', 'ABOVE', '128', 'SL', '126', 'TARGET', '135', '143']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['REFEX', 'HAVING', 'A', 'GREAT', 'POTENTIAL', 'OF', 'TOUCHING', '175', 'IN', 'EXTREME', 'SHORT', 'TERM', 'INTRADAY', '143', 'POSSIBLE']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['OPEN', 'LOW', 'IS', 'SAME', 'HENCE', 'BULLISH', 'A', 'MOVE', 'ABOVE', '128', 'WILL', 'TARGET', '135', '143', ""DON'T"", 'MISS']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'UPDATE', 'DELIVERY', 'BUY', 'GIVEN', 'IN', 'BDL', 'AT', '782', 'YESTERDAY', 'GOING', 'STRONG', 'AT', '834']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'KOTHARIPET', 'CMP', '84', 'SL', '82', 'TARGET', '90', '95']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['kotharipet', ""don't"", 'miss']","['symbol', 'NANA', 'NANA']"
"['INTRADAY', '95', 'possible']","['NANA', 'exit', 'NANA']"
"['KOTHARIPET', 'IS', 'ON', 'A', 'TRENDLINE', 'BREAKOUT', 'WITH', 'RSI', 'BREAKOUT', 'ALSO']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'UPDATE', 'REFEX', 'GIVEN', 'ABOVE', '128', 'TOUCHED', '132', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDNIGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'EMAMIREAL', 'ABOVE', '74', 'CAN', 'GIVE', 'A', 'ROCKET', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"[""DON'T"", 'MISS', 'INTRADAY', 'BUY', 'EMAMIREL', 'ABOVE', '74', 'SL', '72', '50', 'TARGET', '80', '82']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['EMAMIREAL', 'LOOKING', 'FANTASTIC', 'ON', 'CHARTS']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'PCBL', 'CMP', '127', 'SL', '125', 'TARGET', '130', '133']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'UPDATE', 'EMAMIREAL', 'GIVEN', 'A', 'BUY', 'AT', '74', 'TOUCHED', '76', '70', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'WILLAMAGOR', 'CMP', '23', 'SL', '19', 'TARGET', '32', '35']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['WILLAMAGOR', 'FLAG', 'BREAKOUT', 'ABOVE', '23', 'SUPERB', 'VOLUMES', 'ABOVE', 'AVERAGE', 'RSI', 'BREAKOUT', 'ALSO']","['symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FLAG', 'BREAKOUT', 'CONFIRMATION', 'DONE', 'TARGET', 'OF', '35', 'DESIRED', ""DON'T"", 'MISS']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['BTST', 'HSCL', 'CMP', '87', '85']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['WONDERLA', 'LOOKS', 'VERY', 'PROMISING', 'ON', 'CHARTS']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['399', 'coming', 'in', 'short', 'to', 'medium', 'term', 'in', 'wonderla']","['exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol']"
"['INTRADAY', 'BUY', 'SATIA', 'ABOVE', '131', 'SL', '129', 'TARGET', '135', '140']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"[""don't"", 'miss', 'SATIA']","['NANA', 'NANA', 'symbol']"
"['INTRADAY', 'UPDATE', 'SATIA', 'GIVEN', 'ABOVE', '131', 'TOUCHED', '133', '40', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['EYES', 'ON', 'TI', 'FLAG', 'PATTERN', 'FORMING', 'CMP', '81']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter']"
"['AS', 'PER', 'FLAG', 'PATTERN', 'TI', 'ABOVE', '82', '50', 'CAN', 'TARGET', '99', 'POLE', 'LENGTH', ""DON'T"", 'MISS']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'TI', 'CMP', '81', '50', 'SL', '71', 'TARGET', '100', 'FLAG', 'BREAKOUT', 'PATTERN', 'MOMENTUM', 'ABOVE', '82', '50']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'TRIGYN']","['NANA', 'NANA', 'NANA', 'symbol']"
"['INTRADAY', 'BUY', 'TRIGYN', 'ABOVE', '112', '50', 'SL', '110', 'TARGET', '118', '123']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['TRIGYN', 'ON', 'A', 'SUPER', 'TRENDLINE', 'BREAKOUT', 'ABOVE', '112', '50', '113', 'CAN', 'ROCK']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"[""DON'T"", 'MISS', 'TRIGYN']","['NANA', 'NANA', 'symbol']"
"['112', '50', 'IS', 'THE', 'KEY', 'LEVEL', 'IN', 'TRIGYN', 'A', 'CONFIRMATION', 'ALSO']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['ONCE', 'IT', 'GOES', 'ABOVE', '112', '50', '113', 'WE', 'MAY', 'EXPECT', 'A', 'ROCKET', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['TRIGYN', ""DIDN'T"", 'GO', 'ABOVE', '112', '50', '113', 'LEVELS', 'HENCE', 'CALL', 'STANDS', 'CANCELLED']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'AMDIND', 'CMP', '48', 'SL', '41', 'TARGET', '68', '75', '85']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['AMDIND', 'SET', 'FOR', 'A', 'HUGE', 'BREAKOUT', ""DON'T"", 'MISS']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['MARKETS', 'REVERSING', 'SLOWLY', 'A', 'MOVE', 'ABOVE', '48', 'IN', 'AMDIND', 'CAN', 'GIVE', 'A', 'GOOD', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'SORILINFRA', 'ABOVE', '67', 'FOR', 'FANTASTIC', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'SORILINFRA', 'ABOVE', '67', 'SL', '65', '50', 'TARGET', '75', '78']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['SORILINFRA', 'CONVERGENCE', 'OF', 'AVERAGES', 'HAPPENING', ""DON'T"", 'MISS', 'ABOVE', '67']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter']"
"['SORILINFRA', 'KEEP', 'THIS', 'LEVEL', 'OF', '67', 'IN', 'MIND', 'AND', 'KEEP', 'THIS', 'SCRIP', 'ON', 'RADAR']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'NCLIND']","['NANA', 'NANA', 'NANA', 'symbol']"
"['BTST', 'NCLIND', 'CMP', '179', 'MOMENTUM', 'ABOVE', '180', 'BINDAST', 'BUY', 'FOR', 'BTST']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA']"
"['NCLIND', 'IF', 'CROSSES', '180', 'THEN', 'WE', 'MAY', 'SEE', 'FIREWORKS', 'TODAY', 'ITSELF']","['symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['KEEP', 'NCLIND', 'ON', 'RADAR', 'AND', 'LEVEL', 'OF', '180', 'INTACT', 'ABOVE', '180', 'CAN', 'SHOOT', 'UP']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['SPAL', 'looking', 'very', 'promising']","['symbol', 'NANA', 'NANA', 'NANA']"
"['ABOVE', '416', 'can', 'give', 'a', 'quick', 'upmove', 'upto', '427']","['NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit']"
"['INTRADAY', 'UPDATE', 'SPAL', 'GIVEN', 'A', 'BUY', 'ABOVE', '412', 'TOUCHED', '418', '80', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'NRBEARING', 'ABOVE', '147', 'SL', '145', 'TARGET', '155', '160']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'APTECHT', 'ABOVE', '259', 'SL', '256', 'TARGET', '263', '266']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['EYES', 'ON', 'KAMDHENU', 'A', 'MOVE', 'ABOVE', '203', 'KEEP', 'THIS', 'LEVEL', 'CAN', 'GIVE', 'A', 'QUICK', 'UPMOVE']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'KAMDHENU', 'ABOVE', '203', 'SL', '200', 'TARGET', '213']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['if', 'kamdhenu', 'sustains', 'above', '205', 'then', 'it', 'can', 'target', '215', 'very', 'soon']","['NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'EMMBI', 'ABOVE', '99', 'SL', '97', 'TARGET', '107', '111', '113']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['WATCHOUT', 'KAMDHENU', 'GIVEN', 'AN', 'INTRADAY', 'BUY', 'ABOVE', '203', 'GOING', 'STRONG', 'AT', '211']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'exit']"
"['NOW', 'IS', 'THE', 'TIME', 'OF', 'EMMBI', ""DON'T"", 'MISS', 'ABOVE', '99', 'FOR', 'SUPER', 'SONIC', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'UPDATE', 'KAMDHENU', 'GIVEN', 'FOR', 'INTRADAY', 'ABOVE', '203', 'TOUCHED', '213', '70']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'ANIKINDS', 'LOOKS', 'GOOD', 'FOR', 'DELIVERY', 'AT', 'CMP', '30', '30', 'SL', '24', 'TARGET', '45']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"['DELIVERY', 'BUY', 'ANIKINDS', 'CMP', '30', '30', 'SL', '24', 'TARGET', '45', '49', '54']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['FRIENDS', 'KEEP', 'CEREBRAINT', 'ON', 'RADAR', 'ABOVE', '55', 'CAN', 'SHOOT', 'UP']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['CEREBRAINT', 'Company', 'has', 'delivered', 'good', 'profit', 'growth', 'of', '19', '67', 'CAGR', 'over', 'last', '5', 'years']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['PEARLPOLY', 'FUNDAMENTALS', 'SEEMS', 'TO', 'BE', 'GOOD']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['PEARLPOLY', 'MAKING', 'OF', 'A', 'NICE', 'PATTERN', 'AND', 'CONVERGENCE', 'IN', 'AVERAGES']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['RSI', 'BREAKOUT', 'CAN', 'TARGET', '37', 'TO', '44', 'IN', 'SHORT', 'TERM']","['NANA', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'exit', 'NANA', 'NANA', 'NANA']"
"['PEARLPOLY', 'CAN', 'BE', 'ANOTHER', 'AMDIND', ""DON'T"", 'MISS', 'DELIVERY', 'BUY']","['NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'PEARLPOLY', 'CMP', '25', '20']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['BTST', 'RKFORGE', 'CMP', '190']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'ARVINDFASN', 'ABOVE', '297', 'SL', '294', 'TARGET', '303', '307', '311']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'WELENT', 'ABOVE', '110', 'SL', '108', 'TARGET', '115', '120']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'MENONBE', 'ABOVE', '90', '90', '50', 'CAN', 'GIVE', 'A', 'QUICK', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'MENONBE', 'AROUND', '90', '50', '91', 'SL', '89', 'TARGET', '99', '103']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['MENONBE', 'FLAG', 'CONFIRMATION', 'ABOVE', '91', 'ARROW', 'SHOWN']","['symbol', 'NANA', 'NANA', 'NANA', 'enter', 'NANA', 'NANA']"
"['BTST', 'MANGCHEFER', 'CMP', '124']","['NANA', 'symbol', 'NANA', 'enter']"
"['BTST', 'PGIL', 'CMP', '424']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'MANGALAM', 'ABOVE', '150', 'SL', '148', 'TARGET', '155', '160']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['BTST', 'UPDATE', 'GIVEN', 'YESTERDAY', 'MANGCHEFER', 'GIVEN', 'AT', '124', 'TOUCHED', '125', '90', 'PGIL', 'GIVEN', 'AT', '424', 'TOUCHED', '437', '90']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['DELIVERY', 'BUY', 'GALLANTT', 'CMP', '73', '80', 'SL', '65', 'TARGET', '100']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit']"
"['INTRADAY', 'ONLY', '85', 'POSSIBLE', 'IN', 'GALLANTT']","['NANA', 'NANA', 'exit', 'NANA', 'NANA', 'symbol']"
"['MANGALAM', 'GIVEN', 'ABOVE', '150', 'TOUCHED', '153', '50']","['symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'ALPA', 'CMP', '66', '50', 'SL', '65', 'TARGET', '72', '75', '77']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"[""DON'T"", 'MISS', 'ALPA']","['NANA', 'NANA', 'symbol']"
"['FRIENDS', 'EYES', 'ON', 'LAMBODHARA', 'ABOVE', '90', '90', '50', 'CAN', 'GIVE', 'A', 'QUICK', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'enter', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'LAMBODHARA', 'ABOVE', '89', 'SL', '87', 'TARGET', '96', '99']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['LAMBODHARA', 'ABOVE', '90', '50', 'CAN', 'GIVE', 'A', 'SUPER', 'QUICK', 'UPMOVE']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['WATCHOUT', 'FRIENDS', 'LAMBODHARA', 'GIVEN', 'ABOVE', '89', 'ROCKING', 'NOW', 'AT', '94', '90', 'KEEP', 'ON', 'BOOKING', 'TRAILING', 'ACCORDINGLY']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'enter', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['FRIENDS', 'EYES', 'ON', 'BHAGERIA', 'LOOKS', 'GOOD', 'FOR', 'DELIVERY', 'SEEMS', 'THAT', 'CAN', 'TOUCH', '185', 'INTRADAY']","['NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'exit', 'NANA']"
"['FRIENDS', 'KEEP', 'AN', 'EYE', 'ON', 'SKIPPER', 'ABOVE', '58', '50', '59', 'CAN', 'GIVE', 'A', 'QUICK', 'UPMOVE']","['NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['INTRADAY', 'BUY', 'SKIPPER', 'ABOVE', '58', '50', 'SL', '57', 'TARGET', '66', '68']","['NANA', 'NANA', 'symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
"['INTRADAY', 'BUY', 'PRSMJOHNSN', 'ABOVE', '124', 'SL', '122', 'TARGET', '130']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit']"
"['DELIVERY', 'BUY', 'COLPAL', 'CMP', '1615', 'SL', '1515', 'TARGET', '1750', '1850', '2000']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA', 'NANA']"
"['AUSOMENT', 'FLAG', 'PATTERN', ""DON'T"", 'MISS']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA']"
"['AUSOMENT', 'A', 'MOVE', 'ABOVE', '78', '50', 'CAN', 'GIVE', 'A', 'SUPER', 'DUPER', 'UPMOVE']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['AUSOMENT', 'KEEP', 'IT', 'ON', 'RADAR', 'AND', 'KEEP', 'THE', 'LEVEL', 'INTACT']","['symbol', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA', 'NANA']"
"['BTST', 'TOKYOPLAST', 'CMP', '96', '40']","['NANA', 'symbol', 'NANA', 'NANA', 'NANA']"
"['BTST', 'PONNIERODE', 'CMP', '259']","['NANA', 'symbol', 'NANA', 'enter']"
"['INTRADAY', 'BUY', 'ASTRAMICRO', 'ABV', '290', 'SL', '287', 'TARGET', '297', '303']","['NANA', 'NANA', 'symbol', 'NANA', 'enter', 'NANA', 'sl', 'NANA', 'exit', 'NANA']"
