time,message,prediction,isPredAccurate
2021-07-30 06:55:09,DELIVERY : BUY RAMANEWS ABOVE 25 SL 21 TARGET 31 - 33 - 35 ,,
2021-07-30 06:31:46,DELIVERY : BUY CIPLA CMP 891 SL 870 TARGET 915 - 928 ,,
2021-07-30 06:31:14,Thanks for your vote.... ,,
2021-07-30 06:27:21, ,,
2021-07-30 06:25:25,"ONLY INTRADAY AND FOR RISK TAKERS

BUY LICHSGFIN CMP 415 SL 405 TARGET 425 - 428 ",,
2021-07-30 06:23:57,INTRADAY : BUY VOLTAS ABOVE 1055 SL 1040 TARGET 1070 ,,
2021-07-30 06:21:22,"WATCHOUT.... FRIENDS.... ASAHI INDIA.. GIVEN A DELIVERY BUY TODAY AT 386

FLYING.... AT 407+ TODAY ITSELF ",,
2021-07-30 06:18:04,"INTRADAY UPDATE

BANCOINDIA GIVEN ABOVE 170 ACHIEVED SECOND TARGET OF 174 ALSO (HIGH : 174.55) ",,
2021-07-30 06:16:42,"INTRADAY UPDATE

BANCOINDIA GIVEN ABOVE 170 ACHIEVED FIRST TARGET 172 (HIGH : 172.90) ",,
2021-07-30 06:13:08,DELIVERY : BUY KEC CMP 438 SL 407 TARGET 475 - 480 ,,
2021-07-30 06:10:21,INTRADAY : BUY BHARATGEAR ABOVE 130.50 - 131 127 TARGET 135 - 137 ,,
2021-07-30 06:08:11,QUICK INTRA TRADE : BUY ELGIRUBCO ABOVE 45 SL 43.50 TARGET 47.70 ,,
2021-07-30 06:06:58,"FRIENDS..

BANCOINDIA EXTREME SHORT TERM TARGET FOR DELIVERY IS 188 - 190 ",,
2021-07-30 06:04:15,"FRIENDS...

INTRADAY : BUY BANCOINDIA ABOVE 170 SL 168 TARGET 172 - 174 - 176 ",,
2021-07-30 06:03:17,"FRIENDS...

ASAHIINDIA GIVEN FOR DELIVERY AT 386 ... WATCHOUT... TOUCHED 399.70 ",,
2021-07-30 06:00:27,DELIVERY : BUY ASAHIINDIA CMP 386 SL 357 TARGET 425 - 438 ,,
2021-07-30 05:57:59,DBCORP : INTRADAY BUY GIVEN ABOVE 94 TOUCHED 96.25 (FIRST TARGET ACHIEVED) ,,
2021-07-30 05:57:22,WATCHOUT.. VAIBHAVGBL GIVEN AT 829 TOUCHED 842.50 TODAY ITSELF... ,,
2021-07-30 05:54:44,DBCORP.. HURDLE IS 96 AND 98 ABOVE THAT WE MAY SEE UPPER CIRCUIT ,,
2021-07-30 05:53:34,INTRADAY : BUY DBCORP ABOVE 94 SL 92 TARGET 96 - 98 - 100 ,,
2021-07-30 05:49:55,DELIVERY : BUY VAIBHAVGBL CMP 829 SL 749 TARGET 910 - 925 ,,
2021-07-30 05:48:35,SUNTV... GIVEN ABOVE 571 TOUCHED 575.90 (JUST 10 PAISE FROM FIRST TARGET OF 576) ,,
2021-07-30 05:44:55,INTRADAY : BUY HCLTECH ABOVE 1055 SL 1040 TARGET 1070 ,,
2021-07-30 05:36:31,INTRADAY : BUY SUNTV ABOVE 571 SL 565 TARGET 576 ,,
2021-07-30 05:30:05,INTRADAY : BUY KOKUYOCMLN ABOVE 76 SL 74.50 TARGET 78 - 80 ,,
2021-07-30 04:52:03,INTRADAY : BUY GSFC ABOVE 125 SL 122 TARGET 128 - 132 ,,
2021-07-30 04:50:39,INTRADAY : BUY GSFC ABOVE 225 SL 222 TARGET 228 - 232 ,,
2021-07-29 09:46:28,WATCHOUT.. OUR DELIVERY BUY GIVEN IN RGL AT 585 .... GOING SUPER DUPER UP AT 619.90 ,,
2021-07-29 09:45:21,BTST : HTMEDIA CMP 32.40 ,,
2021-07-29 09:39:49,SUNTECK GIVEN ABOVE 394 .... TOUCHED 398.50 ... ,,
2021-07-29 09:34:40,JTEKINDIA... TARGETS ARE HIGH.... CONFIRMED FLAG BREAKOUT ,,
2021-07-29 09:28:00,JTEKINDIA.... IS READY FOR A MASSIVE UPMOVE ,,
2021-07-29 09:16:38,CINELINE.. UPPER CIRCUIT...... AT 58.95 FROM 53 ENJOY !!! ,,
2021-07-29 09:12:58,"WATCHOUT... CINELINE...

GIVEN ABOVE 53 ... GOING STRONG AT 57.35

SAME PATTERN FORMATION IN JAYBARMARU ",,
2021-07-29 09:10:58,BTST : AVADHSUGAR CMP 518 ,,
2021-07-29 09:06:54,CINELINE GIVEN A QUICK INTRADAY BUY ABV 53 TOUCHED BOTH TARGETS 54 AND 55 ,,
2021-07-29 08:59:19,OUR BTST GIVEN IN DALMIASUG AT 481 OGING STRONG AT 488+ ,,
2021-07-29 08:57:49,QUICK INTRADAY TRADE  : BUY CINELINE ABOVE 53 SL 52 TARGET 54 - 55 ,,
2021-07-29 08:52:51,INTRADAY : BUY SHREDIGCEM ABOVE 97 SL 96 TARGET 99 - 100 ,,
2021-07-29 08:49:56,"INTRADAY UPDATE

LICHSGFIN GIVEN FOR INTRADAY AT 439 STOP LOSS HIT AT 434 ",,
2021-07-29 08:46:14,BTST : DALMIASUG CMP 481 ,,
2021-07-29 08:45:01,BTST : JTEKINDIA CMP 116.75 ,,
2021-07-29 08:40:41,WATCHOUT... BTST GIVEN IN GENUSPOWER AT 76 ... GIVING A .... SUPER UPMOVE.. NOW AT 79.45 ,,
2021-07-29 08:40:05,"WATCHOUT...

SCHNEIDER.. GIVEN ABOVE 139 GOING BANG BANG.... AT 145.60 ",,
2021-07-29 08:38:45,INTRADAY : BUY SCHEIDER ABOVE 139 SL 137 TARGET 141 - 144 ,,
2021-07-29 08:37:58,BTST : GENUSPOWER CMP 76 ,,
2021-07-29 08:36:26,"DELIVERY UPDATE

GIVEN TODAY

TATASTLBSL AT 95.20 —-> GOING STRONGLY AT 98.25 TODAY ITSELF ",,
2021-07-29 08:12:44,INTRADAY : BUY DFMFOODS ABOVE 410 SL 405 TARGET 415 ,,
2021-07-29 08:03:12,CENTRUM ,,
2021-07-29 08:01:14,DELIVERY : BUY CENTRUM ABOVE 51.50 - 52 SL 46 TARGET 56 - 58 - 60 ,,
2021-07-29 07:57:23,INTRADAY : BUY LICHSGFIN CMP 439 SL 434 TARGET 446 ,,
2021-07-29 07:51:14,"FRIENDS

OUR DELIVERY BUY GIVEN IN RGL AT 585 ... TOUCHED 611.95 TODAY ITSELF...

ENJOY ",,
2021-07-29 07:00:53,SUPER FLAG PATTERN.. DON'T MISS ,,
2021-07-29 06:59:44,"DELIVERY : BUY

JTEKINDIA ABOVE 118 SL 103 TARGET 135 - 148 - 155 ",,
2021-07-29 06:44:31,"DELIVERY 

BUY RGL CMP 585 SL 529 TARGET 645 - 650 ",,
2021-07-29 06:13:40,GALLISPAT....GIVEN AT 59 ... GOING STRONG AT 61.90 TODAY ITSELF.... ,,
2021-07-29 06:10:31,CLEDUCATE GIVEN AT 153.50 ... IS AT 154.85 .. UPPER CIRCUIT.. EXIT HERE ,,
2021-07-29 06:09:06,NIITLTD.. DID 321 TO 326.50 TODAY ITSELF ,,
2021-07-29 06:08:41,INTRADAY  : BUY CLEDUCATE CMP 153.50 SL 151 TARGET 156 - 157 ,,
2021-07-29 05:51:53,FRIENDS.. BUY NIITLTD FOR DELIVERY CMP 321 SL 275 TARGET 370 ,,
2021-07-29 05:48:37,OUR YESTERDAY GIVEN PRAKASH IND (SYMBOL : PRAKASH) AT 83 GOING STRONG AT 85.80 ,,
2021-07-29 05:43:52,INTRADAY : BUY SUNTECK ABOVE 394 SL 390 TARGET 399 ,,
2021-07-29 05:34:53,WATCHOUT FRIENDS.. WE GAVE AN ALERT OF ARVIND ABOVE 112 ... GOING STRONG NOW AT 114.70 ,,
2021-07-29 05:31:05,"FRIENDS..

DELIVERY BUY GIVEN IN JCHAC AT 2325 GOING STRONG AT 2368 .. TODAY ITSELF... ",,
2021-07-29 05:26:53,WATCHOUT... HCG GIVEN A BUY ABOVE 247 ACHIEVED TARGET 250 (HIGH : 251.80) ,,
2021-07-29 05:26:26,DELIVERY : BUY JCHAC CMP 2325 SL 2200 TARGET 2450 - 2500 ,,
2021-07-29 05:22:48,INTRADAY : BUY HCG ABOVE 247 SL 244 TARGET 250 ,,
2021-07-29 05:20:02,INTRADAY : BUY JSLHISAR ABOVE 294 SL 291 TARGET 297 - 300 ,,
2021-07-29 05:14:32,"FRIENDS.... TATASTLBSL.. GOING UP... 95.20 TO 96.10 

ITS LOOKING VERY VERY PROMISING... ",,
2021-07-29 05:13:45,GALLISPAT... 59 TO 61 ,,
2021-07-29 05:12:19,ARVIND : ABOVE 112 CAN GIVE A FANTASTIC UPMOVE ,,
2021-07-29 05:11:12,"PDMJEPAPER ABOVE 46 DID 47.45

SRIPIPES ABOVE 234 DID 235.80

GALLISPAT ABOVE 59 DID 60.40 ",,
2021-07-29 05:08:44,"GALLISPAT HAS ALREADY CROSSED FLAG CONFIRMATION

ALL STEEL ROCKING ",,
2021-07-29 05:06:31,DELIVERY : BUY GALLISPAT ABOVE 59 SL 56 TARGET 64 - 66 ,,
2021-07-29 04:54:42,DELIVERY : BUY TATASTLBSL CMP 95.20 SL 86 TARGET 105 - 108 - 112 ,,
2021-07-29 04:47:50,INTRADAY :BUY SRIPIPES ABOVE 234 SL 231 TARGET 237 ,,
2021-07-29 04:08:31,PDMJEPAPER ABOVE 46 .. NEXT HURDLE ONLY 47.50 ... ABOVE THAT UPPER CIRCUIT.. POSSIBLE ,,
2021-07-29 04:06:19,DELIVERY : BUY PDMJEPAPER ABOVE 46 SL 43 TARGET 50 - 52 - 54 ,,
2021-07-28 11:08:29,Indisciplined Trading Without STOP LOSS ,,
2021-07-28 09:55:32,BTST : PRAKASH CMP 82.40 ,,
2021-07-28 09:54:32,FRIENDS... ACRYSIL.. TOUCHED UPPER CIRCUIT ,,
2021-07-28 09:51:21,FRIENDS... JKPAPER.. ON UPPER CIRCUIT..... ,,
2021-07-28 09:50:28,BTST : EMAMIPAP CMP 170.50 ,,
2021-07-28 09:42:08,BTST : ZODIACLOTH CMP 144 ,,
2021-07-28 09:40:58,"JKPAPER... 235 TO 249.70 

BOOK PROFITS... YOU ARE GETTING TODAY ITSELF ",,
2021-07-28 09:34:59,BTST GIVEN TODAY AT 235 GOING STRONG AT 238.50 TODAY ITSELF ,,
2021-07-28 09:33:11,BTST  : JKPAPER CMP 235 ,,
2021-07-28 09:31:54,ACRYSIL... ABOVE 635 TOUCHED 641.40 ALMOST NEAR CIRCUIT..... ,,
2021-07-28 09:07:35,ACRYSIL IS ON A FLAG BREAKOUT ,,
2021-07-28 09:06:38,INTRADAY : BUY ACRYSIL ABOVE 635 SL 628 TARGET 643 - 646 - 649 ,,
2021-07-28 08:41:13,INTRADAY : BUY NAM-INDIA ABOVE 401 SL 396 TARGET 406 ,,
2021-07-28 07:40:42,LGBROS GIVEN ABV 530 ACHIEVED FIRST TARGET 536 AND SECOND TARGET 540 ALSO (HIGH : 540) ,,
2021-07-28 07:36:16,INTRADAY UPDATE : ASHIANA GIVEN ABOVE 175 ACHIEVED TARGET 177 (HIGH : 177.70) ,,
2021-07-28 07:34:56,INTRADAY : BUY ASHIANA ABOVE 175 SL 173 TARGET 177 ,,
2021-07-28 07:28:57,INTRADAY : BUY LGBROSLTD ABOVE 530 SL 524 TARGET 536 - 540 ,,
2021-07-28 07:25:25,"BHARATGEAR IS ON A FLAG PATTERN...

NEXT HURDLE AT 132 .. ABOVE THAT... SUPER DUPER UPMOVE ",,
2021-07-28 07:13:45,INTRADAY : BUY BHARATGEAR ABOVE 129 SL 127 TARGET 131 ,,
2021-07-28 07:12:52,"FRIENDS...

ROUTE... FROM 2208 TO 2231.90

ABOVE 2240 CAN SHOW FIREWORKS..... ",,
2021-07-28 07:07:35,"TATACOMM,,, FIRING.... NONSTOP..... 1420 TO 1471+ ",,
2021-07-28 07:05:40,"INTRADAY UPDATE

TATACOMM GIVEN ABOVE 1420 ACHIEVED BOTH TARGETS 1435 AND 1440 (HIGH : 1445) ",,
2021-07-28 06:53:41,INTRADAY : BUY TATACOMM ABOVE 1420 SL 1400 TARGET 1435 - 1440 ,,
2021-07-28 06:49:48,DELIVERY : BUY LEMONTREE ABOVE 41 - 41.50 SL 36 TARGET 47 - 49 - 51 ,,
2021-07-28 06:48:14,"INTRADAYU PDATE

PRECWIRE GIVEN AT 230 ACHIEVED FIRST TARGET 233 (HIGH : 234) ",,
2021-07-28 06:45:29,INTRADAY : BUY PRECWIRE CMP 230 SL 227 TARGET 233 - 235 ,,
2021-07-28 06:22:47,UFLEX TOUCHED 553 FROM 548 ,,
2021-07-28 06:15:38,INTRADAY : BUY UFLEX ABOVE 548 SL 542 TARGET 554 ,,
2021-07-28 04:00:50,GABRIEL.. ROCKING... AT 146+ ,,
2021-07-28 02:54:03, ,,
2021-07-27 09:57:59,BTST : GABRIEL CMP 139 ,,
2021-07-27 09:52:06,BTST : TPLPLASTEH CMP 303 ,,
2021-07-27 09:28:44,DELIVERY : BUY JAYBARMARU CMP 230 SL 207 TARGET 260 - 265 ,,
2021-07-27 09:21:29,"FRIENDS..

ITDC HAVE STARTED INCHING UP..

DON'T MISS ABOVE 408 .. FOR A SUPER UPMOVE ",,
2021-07-27 09:17:20,GABRIEL... SECOND TARGET ALSO ACHIEVED OF 138 (HIGH : 138.40) ,,
2021-07-27 09:15:22,"WATCHOUT...

GABRIEL GIVEN ABOVE 134 ... ACHIEVED FIRST TARGET AND MADE HIGH : 137.40 ",,
2021-07-27 08:52:26,SUPER DUPER BREAKOUT IN GABRIEL ,,
2021-07-27 08:51:47,"INTRADAY : BUY SUPER DUPER BREAKOUT 

BUY GABRIEL ABOVE 134 SL 132 TARGET 136 - 138 ",,
2021-07-27 08:40:24,INTRADAY : BUY JASH ABOVE 596 SL 590 TARGET 605 - 611 ,,
2021-07-27 08:35:18,ITDC ABOVE 407.50 - 408 CAN GIVE A FAST UPMOVE UPTO 421 QUICKLY ,,
2021-07-27 07:27:26,TATASTEEL FROM 1317 TO 1310 LEVELS..... ,,
2021-07-27 07:13:20,SELL TATASTEEL BELOW 1317 SL 1331 TARGET 1298 ,,
2021-07-27 06:35:44,MUNJALSHOW CAN GO UPTO 158 LEVELS FOR GAP FILLING ,,
2021-07-27 06:22:53,INTRADAY : BUY MUNJALSHOW ABOVE 155 SL 153 TARGET 157 - 159 ,,
2021-07-27 05:56:31,INTRADAY : BUY DAAWAT ABOVE 83 SL 81.50 TARGET 85 - 87 ,,
2021-07-27 05:28:46,DON'T MISS NBVENTURES ABOVE 119 FOR SUPER DUPER UPMOVE ,,
2021-07-27 05:27:11,INTRADAY : BUY NBVENTURES ABOVE 119 SL 117 TARGET 121 - 123 - 125 ,,
2021-07-27 05:20:36,"DELIVERY UPDATE

TCPLPACK SUGGESTED ON 23-JUL-2021 AROUND 562 TOUCHED 604 TODAY ",,
2021-07-27 04:42:24,GUFICBIO LOOKS VERY PROMISING ,,
2021-07-27 04:38:10,"DELIVERY 

BUY GUFIC ABOVE 191 SL 170 TARGET 221 - 235 ",,
2021-07-27 03:50:59,MPSLTD ... 715 FROM 670 ,,
2021-07-27 03:46:02,FRIENDS.. WATCH THE LEVEL OF MPSLTD ABOVE 685 ,,
2021-07-26 09:58:56,"INTRADAY 

TATAMOTORS EXIT ",,
2021-07-26 09:53:33,SBILIFE.. FIRING... 1096+ ,,
2021-07-26 09:38:07,BTST : MPSLTD CMP 670 ,,
2021-07-26 09:36:06,ESTIMATED OPENING TOMORROW AT 418+ IN CONTROLPR DUE TO HUGE VOLUMES ,,
2021-07-26 09:31:55,BTST : CONTROLPR CMP 407 ,,
2021-07-26 09:15:59,SANGHIIND... 68+ NOW... KEEP ON BOOKING / TRAILING ,,
2021-07-26 09:01:13,GRSE : BINDAAAST.. TAKE IT FOR DELIVERY SL 190 TARGET 235 - 243 - 250 ,,
2021-07-26 08:57:41,INTRADAY : BUY GRSE ABOVE 211 SL 208 TARGET 215 ,,
2021-07-26 08:47:16,PHILIPCARB.... NONSTOP.... 248 TO 258.70 ,,
2021-07-26 08:45:27,"INTRADAY UPDATE

PHILIPCARB GIVEN ABOVE 248 FIRING.... ACHIEVED TARGET 251 AND IS NOW AT 255+ ",,
2021-07-26 08:43:28,INTRADAY : BUY PHILPCARB ABOVE 248 SL 245 TARGET 251 ,,
2021-07-26 08:33:01,"INTRADAY UPDATE

SIS GIVEN A BUY ABOVE 515 TOUCHED 519

KEEP ON BOOKING / TRAILING ",,
2021-07-26 08:24:53,INTRADAY : BUY SBILIFE ABOVE 1065 SL 1054 TARGET 1080 ,,
2021-07-26 07:58:50,INTRADAY : BUY TATAMOTORS CMP 295.80 SL 290 TARGET 301 - 305 ,,
2021-07-26 07:35:47,"CENTURYPLY 

SECOND TARGET OF 440 ALSO ACHIEVED ",,
2021-07-26 07:33:03,"FRIENDS..

APCOTEX GIVEN ABOVE 345 ALMOST TOUCHED SECOND TARGET OF 355 ALSO (HIGH : 354) ",,
2021-07-26 07:31:24,"INTRADAY UPDATE

APCOTEX GIVEN ABOVE 345 TOUCHED 349.95 (ALMOST FIRST TARGET)

DELIVERY VIEW IS INTACT ",,
2021-07-26 07:29:19,INTRADAY : BUY CENTURYPLY ABOVE 431 SL 425 TARGET 438 - 440 - 443 - 445 ,,
2021-07-26 07:25:34,APCOTEXIND ,,
2021-07-26 07:24:20,AS THERE ARE TRIPPLE TOPS AROUND 350 - 347.80 - 347.30 ,,
2021-07-26 07:20:57,INTRADAY : BUY APCOTEXIND ABOVE 345 SL 340 TARGET 350 - 355 - 360 ,,
2021-07-26 07:11:25,DICIND (INTRADAY CALL) GIVEN ABV 505 TOUCHED 509 JUST 1 RUPEE FROM TARGET OF 510 ,,
2021-07-26 07:10:19,"SEAMECLTD..... FIRING.... 

GIVEN AT 527 ROCKING...AT 544+ TODAY ITSELF ",,
2021-07-26 07:04:01,SEAMECLTD.. GIVEN AT 527 FOR DELIVERY... GOING STRONG AT 537.90 TODAY ITSELF.... ,,
2021-07-26 07:01:17,DELIVERY : BUY SEAMECLTD CMP 527 SL 448 TARGET 610 - 615 ,,
2021-07-26 06:53:07,DELIVERY : BUY AARTISURF CMP 1586 SL 1365 TARGET 1825 ,,
2021-07-26 06:49:31,INTRADAY : BUY DICIND ABOVE 505 SL 499 TARGET 510 - 515 ,,
2021-07-26 06:46:05,ARMANFIN... GIVEN AT 746 ... FIRING....................... 780 NOW ,,
2021-07-26 06:33:11,ARMAN... ROCKING... 746 TO 774+ TODAY ITSELF ,,
2021-07-26 06:29:32,ARMANFIN.... MOVING UP... FROM 746 TO 762+ TODAY ITSELF ,,
2021-07-26 06:27:45,DELIVERY : BUY ARMANFIN CMP 746 SL 625 TARGET 875 - 890 - 910 ,,
2021-07-26 06:20:06,DELIVERY BUY GIVEN IN KOTHARIPET TODAY AT 43.70 GOING STRONG AT 45.80 TODAY ITSELF ,,
2021-07-26 06:12:24,SBICARD ABOVE 1002 TOUCHED 1010+ ,,
2021-07-26 05:57:04,INTRADAY : BUY RAILTEL ABOVE 145.50 - 146 SL 143 TARGET 148 - 150 ,,
2021-07-26 05:42:24,"DELIVERY : 

BUY KOTHARIPET CMP 43.70 SL 39 TARGET 49 - 51 - 53 ",,
2021-07-26 05:31:21,INTRADAY : BUY SIS ABOVE 515 SL 509 TARGET 521 ,,
2021-07-26 05:27:30,INTRADAY : BUY SBICARD ABOVE 1002 SL 992 TARGET 1012 - 1015 ,,
2021-07-26 05:15:10,INTRADAY : BUY RHIM ABOVE 344 SL 340 TARGET 348 - 351 ,,
2021-07-26 04:57:22,INTRADAY : BUY SMLISUZU ABOVE 585 SL 579 TARGET 590 - 595 ,,
2021-07-26 04:22:17,IT SEEMS THAT TODAY IS A FERTILIZER DAY... ,,
2021-07-26 04:19:56,GSFC ,,
2021-07-26 04:19:10,GSFC ABOVE 122 IS ON A FLAG BREAKOUT. DON'T MISS ,,
2021-07-26 04:18:16,DELIVERY : BUY GSFC  ABOVE 122 SL 110 TARGET 148 - 155 ,,
2021-07-26 04:09:57,INTRADAY : BUY KESORAMIND ABOVE 97 SL 95.50 TARGET 100 - 102 ,,
2021-07-23 12:15:51,This Message I Dedicate To All Who Shared With Me Even A Bit Of Knowledge 🙏 ,,
2021-07-23 09:56:21,MIRZAINT.. GIVEN FOR BTST AT 62.10 FIRING... AT ITS... BEST...... CMP 64+ ,,
2021-07-23 09:55:47,"FRIENDS...

BTST : GIPCL CMP 98.60 ",,
2021-07-23 09:50:36,OUR BTST GIVEN IN MIRZAINT AT 62.10 GOING STRONG AT 63.4 TODAY ITSELF ,,
2021-07-23 09:48:26,"INTRADAY UPDATE

UBL DIDN'T GO ABOVE OUR GIVEN LEVELS.. HENCE CALL STANDS CANCELLED ",,
2021-07-23 09:47:57,BTST : SPARC CMP 266.35 ,,
2021-07-23 09:46:42,BTST : MIRZAINT CMP 62.10 ,,
2021-07-23 09:46:11,"INTRADAY UPDATE

IBULHSGFIN GIVEN ABOVE 282 TOUCHED 284.40 

IS NOW AT 283.80

TAKE IT FOR BTST ",,
2021-07-23 09:22:36,INTRADAY : BUY IBULHSGFIN ABOVE 282 SL 279 TARGET 285 - 288 ,,
2021-07-23 08:58:34,INTRADAY : BUY UBL ABOVE 1455 SL 1440 TARGET 1470 ,,
2021-07-23 08:33:27,"TCPLPACK... 

IF YOU TAKE FOR DELIVERY KEEP SL AS 500 

TARGET AS 655 - 660 ",,
2021-07-23 08:18:37,"INTRADAY : BUY TCPLPACK ABOVE 562 SL 555 TARGET 575 - 580

SMALL FLAG BREAKOUT ",,
2021-07-23 08:03:46,"DELIVERY BUY GIVEN IN RICOAUTO TODAY AT 54 

GOING STRONG AT 56.70 TODAY ITSELF ",,
2021-07-23 08:00:35,"JOCIL.. TOUCHED UPPER CIRCUIT AT 234.75 

ENJOY !!!!! ",,
2021-07-23 07:48:42,"INTRADAY UPDATE

APTECT ACHIEVED SECOND TARGET OF 264 ALSO (GIVEN ABV 258) ",,
2021-07-23 07:46:05,"INTRADAY UPDATE

APTECHT GIVEN ABOVE 258 ACHIEVED FIRST TARGET 262 (HIGH : 262.55) ",,
2021-07-23 07:20:25,INTRADAY : BUY APTECHT ABOVE 258 SL 255 TARGET 262 - 264 ,,
2021-07-23 07:15:55,INTRADAY : BUY JAYAGROGN ABOVE 252 SL 249 TARGET 255 - 258 ,,
2021-07-23 07:11:24,"INTRADAY UPDATE

GREAVESCOT GIVEN ABOVE 169 TOUCHED 170.55 ",,
2021-07-23 07:07:17,ORIENTBELL GIVEN ABOVE 359 TOUCHED FIRST TARGET 365 (HIGH: 367) ,,
2021-07-23 07:04:42,"JOCIL... OUR DELIVERY ALERT GIVEN...

FIRING........ NOW AT 225.70 🚀🚀🚀🚀🚀🚀🚀🚀🚀 ",,
2021-07-23 07:03:48,"FRIENDS.. WATCHOUT.. 

ORIENTBELL GIVEN ABOVE 359 TOUCHED 364.50 JUST 50 PAISE AWAY FROM FIRST TARGET ",,
2021-07-23 06:58:40,"FRIENDS

SUPER DUPER BREAKOUT 

BUY ORIENTBELL ABOVE 359 SL 353 TARGET 365 - 370 ",,
2021-07-23 06:29:37,INTRADAY : BUY GREAVESCOT ABOVE 169 SL 167 TARGET 171 ,,
2021-07-23 06:11:17,"INTRADAY UPDATE

KIRLOSENG GIVEN ABOVE 275 TOUCHED 277.70 ALMOST FIRST TARGET ",,
2021-07-23 06:04:03,"DON'T MISS

INTRADAY : BUY KIRLOSENG ABOVE 275 SL 272 TARGET 278 - 280 ",,
2021-07-23 05:51:33,DELIVERY : BUY RICOAUTO ABOVE 54 SL 49 TARGET 60 - 62 - 64 ,,
2021-07-23 05:33:38,INTRADAY : BUY JAYSREETEA ABOVE 126 SL 124 TARGET 128 - 130 ,,
2021-07-23 05:29:29,JOCIL.. SECOND TARGET OF 218 ALSO ACHIEVED... (HIGH : 221) ,,
2021-07-23 05:26:26,"JOCIL : INTRADAY TARGET OF 215 ACHIEVED (HIGH : 216.65)

DELIVERY TARGET REMAINS INTACT ",,
2021-07-23 05:19:15,INTRADAY : BREAKOUT BUY JOCIL ABOVE 211 SL 208 TARGET 215 - 218 ,,
2021-07-23 04:27:37,DELIVERY : BUY MIRZAINT CMP 62.80 SL 52 TARGET 75 ,,
2021-07-23 04:10:22,INTRADAY : BUY GSFC ABOVE 117 SL 115 TARGET 119 - 121 ,,
2021-07-22 10:00:32,JSWSTEEL GIVEN AT 710 TOUCHED 722+ TODAY ITSELF ,,
2021-07-22 09:56:24,BTST : INTELLECT CMP 808 ,,
2021-07-22 09:47:25,FRIENDS.. OUR BTST GIVEN IN JSWSTEEL AT 710 GOING STRONG AT 718+ TODAY ITSELF ,,
2021-07-22 09:36:01,BTST : JSWSTEEL CMP 710 ,,
2021-07-22 09:18:29,BTST : GATI CMP 174 ,,
2021-07-22 09:13:52,JUBLINGREA 671+ 🚀🚀🚀🚀🚀🚀🚀🚀 ,,
2021-07-22 08:46:15,"INTRADAY UPDATE

CENTURYPLY GIVEN ABOVE 428 ACHIEVED TARGET 433 (HIGH : 433.30) ",,
2021-07-22 08:37:44,INTRADAY : BUY CENTURYPLY ABOVE 428 SL 423 TARGET 433 ,,
2021-07-22 08:13:23,"MUTHOOTCAP... GIVEN AT 432 TOUCHED 464.80

ENJOY !!! ",,
2021-07-22 08:04:40,INTRADAY : BUY PPAP ABOVE 264 SL 262 TARGET 268 - 270 ,,
2021-07-22 08:00:48,DELIVERY : BUY SUNFLAG CMP 87.30 SL 74 TARGET 103 - 105 ,,
2021-07-22 07:54:25,"INTRADAY UPDATE

MAZDOCK GIVEN AN INTRADAY BUY ABOVE 267.25 ACHIEVED TARGET 270 (HIGH : 271.40) ",,
2021-07-22 07:41:38,HISARMETAL.. GIVEN ABV 151 ACHIEVED BOTH FIRST TARGET 153 AND SECOND TARGET 155 (HIGH: 157.50) ,,
2021-07-22 07:40:42,HISARMETAL GIVEN ABV 151 TOUCHED 152.80 ,,
2021-07-22 07:35:57,"BREAKOUT BUY

BUY HISARMETAL ABOVE 151 SL 149 TARGET 153 - 155 ",,
2021-07-22 07:34:45,INTRADAY : BUY MAZDOCK ABOVE 267.25 SL 265 TARGET 270 ,,
2021-07-22 07:27:03,MUTHOOTCAP GIVEN AT 432 IS GOING STRONG AT 447+ ,,
2021-07-22 07:25:35,UFO... GOING STRONG...  107.55 (FIRST TARGET ACHIEVED) NOW GOING TOWARDS SECOND TARGET OF 109 ,,
2021-07-22 07:00:41,"INTRADAY UPDATE

UFL GIVEN ABOVE 105 TOUCHED 106.60 ... ",,
2021-07-22 06:53:27,INTRADAY : BUY UFO ABOVE 105 SL 103 TARGET 107 - 109 ,,
2021-07-22 06:11:01,ASPINWALL... ZOOMING 258+ NOW ,,
2021-07-22 06:05:23,SANGHVIMOV.. INTRADAY TARGET OF  220 ALMOST ACHIEVED (HIGH : 219.90)... GIVEN AT 217 ,,
2021-07-22 05:54:49,SANGHVIMOV is also good for delivery as there is a flag breakout confirmation above 223 ,,
2021-07-22 05:42:20,INTRADAY : BUY SANGHVIMOV ABOVE 217 SL 214 TARGET 220 - 222 ,,
2021-07-22 05:14:30,"INTRADAY BUY TBZ ABOVE 87 SL 84.50 TARGET 91 - 93 

OPEN-LOW IS SAME IN TBZ ",,
2021-07-22 04:29:38,ASPINWALL SECOND TARGET OF 247 ALSO ACHIEVED ,,
2021-07-22 04:27:08,"INTRADAY UPDATE

ASPINWALL GIVEN ABOVE 241 ACHIEVED FIRST TARGET OF 245 ",,
2021-07-22 04:26:27,"INTRADAY UPDATE

GSS : STOP LOSS HIT ",,
2021-07-22 04:22:45,INTRADAY : BUY ASPINWALL ABOVE 241 SL 238 TARGET 245 - 247 ,,
2021-07-22 04:13:35,DELIVERY : BUY SUDARSHANCHEM CMP 775 SL 730 TARGET 815 - 825 - 840 ,,
2021-07-22 04:12:13,EYES ON SCRIP : ALBERTDAVD ,,
